"","ccaa_iso","fecha","num_casos","num_casos_prueba_pcr","num_casos_prueba_test_ac","num_casos_prueba_ag","num_casos_prueba_elisa","num_casos_prueba_desconocida"
"3498","AR","2020-07-03",46,45,0,0,1,0
"3499","AS","2020-07-03",0,0,0,0,0,0
"3500","CB","2020-07-03",3,3,0,0,0,0
"3501","CE","2020-07-03",0,0,0,0,0,0
"3502","CL","2020-07-03",11,11,0,0,0,0
"3503","CM","2020-07-03",23,22,0,1,0,0
"3504","CN","2020-07-03",4,4,0,0,0,0
"3505","CT","2020-07-03",294,285,0,0,9,0
"3506","EX","2020-07-03",8,8,0,0,0,0
"3507","GA","2020-07-03",21,21,0,0,0,0
"3508","IB","2020-07-03",4,4,0,0,0,0
"3509","MC","2020-07-03",3,3,0,0,0,0
"3510","MD","2020-07-03",84,79,0,5,0,0
"3511","ML","2020-07-03",0,0,0,0,0,0
"3512","NC","2020-07-03",8,8,0,0,0,0
"3513","PV","2020-07-03",25,13,0,12,0,0
"3514","RI","2020-07-03",0,0,0,0,0,0
"3515","VC","2020-07-03",15,15,0,0,0,0
"3516","AN","2020-07-04",25,25,0,0,0,0
"3517","AR","2020-07-04",32,31,0,1,0,0
"3518","AS","2020-07-04",0,0,0,0,0,0
"3519","CB","2020-07-04",0,0,0,0,0,0
"3520","CE","2020-07-04",0,0,0,0,0,0
"3521","CL","2020-07-04",8,8,0,0,0,0
"3522","CM","2020-07-04",16,15,0,1,0,0
"3523","CN","2020-07-04",4,4,0,0,0,0
"3524","CT","2020-07-04",275,274,0,0,1,0
"3525","EX","2020-07-04",4,4,0,0,0,0
"3526","GA","2020-07-04",16,16,0,0,0,0
"3527","IB","2020-07-04",3,3,0,0,0,0
"3528","MC","2020-07-04",6,6,0,0,0,0
"3529","MD","2020-07-04",34,33,0,1,0,0
"3530","ML","2020-07-04",0,0,0,0,0,0
"3531","NC","2020-07-04",5,5,0,0,0,0
"3532","PV","2020-07-04",21,7,0,14,0,0
"3533","RI","2020-07-04",0,0,0,0,0,0
"3534","VC","2020-07-04",7,7,0,0,0,0
"3535","AN","2020-07-05",16,16,0,0,0,0
"3536","AR","2020-07-05",37,37,0,0,0,0
"3537","AS","2020-07-05",0,0,0,0,0,0
"3538","CB","2020-07-05",2,2,0,0,0,0
"3539","CE","2020-07-05",0,0,0,0,0,0
"3540","CL","2020-07-05",3,3,0,0,0,0
"3541","CM","2020-07-05",7,6,0,1,0,0
"3542","CN","2020-07-05",1,1,0,0,0,0
"3543","CT","2020-07-05",266,266,0,0,0,0
"3544","EX","2020-07-05",6,6,0,0,0,0
"3545","GA","2020-07-05",23,23,0,0,0,0
"3546","IB","2020-07-05",3,3,0,0,0,0
"3547","MC","2020-07-05",7,7,0,0,0,0
"3548","MD","2020-07-05",41,33,0,8,0,0
"3549","ML","2020-07-05",0,0,0,0,0,0
"3550","NC","2020-07-05",1,1,0,0,0,0
"3551","PV","2020-07-05",34,16,0,18,0,0
"3552","RI","2020-07-05",1,1,0,0,0,0
"3553","VC","2020-07-05",11,11,0,0,0,0
"3554","AN","2020-07-06",23,23,0,0,0,0
"3555","AR","2020-07-06",77,77,0,0,0,0
"3556","AS","2020-07-06",0,0,0,0,0,0
"3557","CB","2020-07-06",0,0,0,0,0,0
"3558","CE","2020-07-06",0,0,0,0,0,0
"3559","CL","2020-07-06",16,14,0,0,2,0
"3560","CM","2020-07-06",19,19,0,0,0,0
"3561","CN","2020-07-06",3,3,0,0,0,0
"3562","CT","2020-07-06",433,416,0,0,0,17
"3563","EX","2020-07-06",2,1,0,0,1,0
"3564","GA","2020-07-06",22,22,0,0,0,0
"3565","IB","2020-07-06",4,3,1,0,0,0
"3566","MC","2020-07-06",8,8,0,0,0,0
"3567","MD","2020-07-06",76,73,0,3,0,0
"3568","ML","2020-07-06",0,0,0,0,0,0
"3569","NC","2020-07-06",12,12,0,0,0,0
"3570","PV","2020-07-06",39,33,0,6,0,0
"3571","RI","2020-07-06",0,0,0,0,0,0
"3572","VC","2020-07-06",24,24,0,0,0,0
"3573","AN","2020-07-07",32,32,0,0,0,0
"3574","AR","2020-07-07",90,90,0,0,0,0
"3575","AS","2020-07-07",0,0,0,0,0,0
"3576","CB","2020-07-07",1,1,0,0,0,0
"3577","CE","2020-07-07",0,0,0,0,0,0
"3578","CL","2020-07-07",10,9,0,0,1,0
"3579","CM","2020-07-07",17,17,0,0,0,0
"3580","CN","2020-07-07",4,4,0,0,0,0
"3581","CT","2020-07-07",485,482,0,0,3,0
"3582","EX","2020-07-07",16,16,0,0,0,0
"3583","GA","2020-07-07",21,21,0,0,0,0
"3584","IB","2020-07-07",1,1,0,0,0,0
"3585","MC","2020-07-07",14,14,0,0,0,0
"3586","MD","2020-07-07",72,67,0,5,0,0
"3587","ML","2020-07-07",0,0,0,0,0,0
"3588","NC","2020-07-07",13,13,0,0,0,0
"3589","PV","2020-07-07",43,31,0,12,0,0
"3590","RI","2020-07-07",3,3,0,0,0,0
"3591","VC","2020-07-07",27,27,0,0,0,0
"3592","AN","2020-07-08",56,56,0,0,0,0
"3593","AR","2020-07-08",76,76,0,0,0,0
"3594","AS","2020-07-08",2,2,0,0,0,0
"3595","CB","2020-07-08",2,2,0,0,0,0
"3596","CE","2020-07-08",0,0,0,0,0,0
"3597","CL","2020-07-08",14,13,0,0,1,0
"3598","CM","2020-07-08",23,22,0,1,0,0
"3599","CN","2020-07-08",8,8,0,0,0,0
"3600","CT","2020-07-08",546,544,0,0,2,0
"3601","EX","2020-07-08",6,6,0,0,0,0
"3602","GA","2020-07-08",31,31,0,0,0,0
"3603","IB","2020-07-08",5,4,0,1,0,0
"3604","MC","2020-07-08",16,16,0,0,0,0
"3605","MD","2020-07-08",105,97,0,8,0,0
"3606","ML","2020-07-08",0,0,0,0,0,0
"3607","NC","2020-07-08",8,8,0,0,0,0
"3608","PV","2020-07-08",47,37,0,10,0,0
"3609","RI","2020-07-08",5,5,0,0,0,0
"3610","VC","2020-07-08",29,29,0,0,0,0
"3611","AN","2020-07-09",37,37,0,0,0,0
"3612","AR","2020-07-09",91,91,0,0,0,0
"3613","AS","2020-07-09",0,0,0,0,0,0
"3614","CB","2020-07-09",1,1,0,0,0,0
"3615","CE","2020-07-09",0,0,0,0,0,0
"3616","CL","2020-07-09",8,8,0,0,0,0
"3617","CM","2020-07-09",30,29,0,1,0,0
"3618","CN","2020-07-09",8,7,0,0,0,1
"3619","CT","2020-07-09",572,571,0,0,0,1
"3620","EX","2020-07-09",23,23,0,0,0,0
"3621","GA","2020-07-09",20,20,0,0,0,0
"3622","IB","2020-07-09",6,6,0,0,0,0
"3623","MC","2020-07-09",6,6,0,0,0,0
"3624","MD","2020-07-09",100,92,0,8,0,0
"3625","ML","2020-07-09",0,0,0,0,0,0
"3626","NC","2020-07-09",29,29,0,0,0,0
"3627","PV","2020-07-09",41,35,0,6,0,0
"3628","RI","2020-07-09",1,1,0,0,0,0
"3629","VC","2020-07-09",28,28,0,0,0,0
"3630","AN","2020-07-10",60,60,0,0,0,0
"3631","AR","2020-07-10",129,129,0,0,0,0
"3632","AS","2020-07-10",2,2,0,0,0,0
"3633","CB","2020-07-10",1,1,0,0,0,0
"3634","CE","2020-07-10",0,0,0,0,0,0
"3635","CL","2020-07-10",16,15,0,0,1,0
"3636","CM","2020-07-10",27,25,0,2,0,0
"3637","CN","2020-07-10",3,3,0,0,0,0
"3638","CT","2020-07-10",724,722,0,0,1,1
"3639","EX","2020-07-10",45,45,0,0,0,0
"3640","GA","2020-07-10",7,7,0,0,0,0
"3641","IB","2020-07-10",8,8,0,0,0,0
"3642","MC","2020-07-10",9,9,0,0,0,0
"3643","MD","2020-07-10",86,77,0,9,0,0
"3644","ML","2020-07-10",0,0,0,0,0,0
"3645","NC","2020-07-10",20,20,0,0,0,0
"3646","PV","2020-07-10",33,24,0,9,0,0
"3647","RI","2020-07-10",10,10,0,0,0,0
"3648","VC","2020-07-10",33,33,0,0,0,0
"3649","AN","2020-07-11",50,50,0,0,0,0
"3650","AR","2020-07-11",155,154,0,1,0,0
"3651","AS","2020-07-11",3,3,0,0,0,0
"3652","CB","2020-07-11",1,1,0,0,0,0
"3653","CE","2020-07-11",0,0,0,0,0,0
"3654","CL","2020-07-11",13,13,0,0,0,0
"3655","CM","2020-07-11",13,13,0,0,0,0
"3656","CN","2020-07-11",1,1,0,0,0,0
"3657","CT","2020-07-11",445,445,0,0,0,0
"3658","EX","2020-07-11",18,18,0,0,0,0
"3659","GA","2020-07-11",13,13,0,0,0,0
"3660","IB","2020-07-11",7,7,0,0,0,0
"3661","MC","2020-07-11",17,17,0,0,0,0
"3662","MD","2020-07-11",71,62,0,9,0,0
"3663","ML","2020-07-11",0,0,0,0,0,0
"3664","NC","2020-07-11",35,35,0,0,0,0
"3665","PV","2020-07-11",55,40,0,15,0,0
"3666","RI","2020-07-11",3,3,0,0,0,0
"3667","VC","2020-07-11",35,35,0,0,0,0
"3668","AN","2020-07-12",33,33,0,0,0,0
"3669","AR","2020-07-12",131,131,0,0,0,0
"3670","AS","2020-07-12",0,0,0,0,0,0
"3671","CB","2020-07-12",2,2,0,0,0,0
"3672","CE","2020-07-12",0,0,0,0,0,0
"3673","CL","2020-07-12",9,9,0,0,0,0
"3674","CM","2020-07-12",13,13,0,0,0,0
"3675","CN","2020-07-12",3,3,0,0,0,0
"3676","CT","2020-07-12",514,509,0,0,2,3
"3677","EX","2020-07-12",12,12,0,0,0,0
"3678","GA","2020-07-12",6,6,0,0,0,0
"3679","IB","2020-07-12",4,4,0,0,0,0
"3680","MC","2020-07-12",12,12,0,0,0,0
"3681","MD","2020-07-12",77,70,0,7,0,0
"3682","ML","2020-07-12",2,2,0,0,0,0
"3683","NC","2020-07-12",23,23,0,0,0,0
"3684","PV","2020-07-12",58,42,0,16,0,0
"3685","RI","2020-07-12",2,2,0,0,0,0
"3686","VC","2020-07-12",18,18,0,0,0,0
"3687","AN","2020-07-13",48,48,0,0,0,0
"3688","AR","2020-07-13",234,233,0,1,0,0
"3689","AS","2020-07-13",0,0,0,0,0,0
"3690","CB","2020-07-13",1,1,0,0,0,0
"3691","CE","2020-07-13",0,0,0,0,0,0
"3692","CL","2020-07-13",21,21,0,0,0,0
"3693","CM","2020-07-13",20,19,0,1,0,0
"3694","CN","2020-07-13",6,6,0,0,0,0
"3695","CT","2020-07-13",790,784,0,0,5,1
"3696","EX","2020-07-13",13,13,0,0,0,0
"3697","GA","2020-07-13",8,8,0,0,0,0
"3698","IB","2020-07-13",8,8,0,0,0,0
"3699","MC","2020-07-13",13,13,0,0,0,0
"3700","MD","2020-07-13",136,123,0,13,0,0
"3701","ML","2020-07-13",0,0,0,0,0,0
"3702","NC","2020-07-13",40,40,0,0,0,0
"3703","PV","2020-07-13",75,53,0,22,0,0
"3704","RI","2020-07-13",4,4,0,0,0,0
"3705","VC","2020-07-13",48,48,0,0,0,0
"3706","AN","2020-07-14",96,96,0,0,0,0
"3707","AR","2020-07-14",291,291,0,0,0,0
"3708","AS","2020-07-14",2,2,0,0,0,0
"3709","CB","2020-07-14",2,2,0,0,0,0
"3710","CE","2020-07-14",1,1,0,0,0,0
"3711","CL","2020-07-14",20,20,0,0,0,0
"3712","CM","2020-07-14",31,30,0,1,0,0
"3713","CN","2020-07-14",2,2,0,0,0,0
"3714","CT","2020-07-14",766,760,0,0,5,1
"3715","EX","2020-07-14",3,3,0,0,0,0
"3716","GA","2020-07-14",10,10,0,0,0,0
"3717","IB","2020-07-14",11,11,0,0,0,0
"3718","MC","2020-07-14",21,21,0,0,0,0
"3719","MD","2020-07-14",134,126,0,8,0,0
"3720","ML","2020-07-14",0,0,0,0,0,0
"3721","NC","2020-07-14",52,52,0,0,0,0
"3722","PV","2020-07-14",114,79,0,35,0,0
"3723","RI","2020-07-14",7,7,0,0,0,0
"3724","VC","2020-07-14",55,55,0,0,0,0
"3725","AN","2020-07-15",63,63,0,0,0,0
"3726","AR","2020-07-15",359,358,0,0,1,0
"3727","AS","2020-07-15",2,2,0,0,0,0
"3728","CB","2020-07-15",4,4,0,0,0,0
"3729","CE","2020-07-15",0,0,0,0,0,0
"3730","CL","2020-07-15",12,12,0,0,0,0
"3731","CM","2020-07-15",29,28,0,1,0,0
"3732","CN","2020-07-15",9,9,0,0,0,0
"3733","CT","2020-07-15",989,984,0,0,2,3
"3734","EX","2020-07-15",13,13,0,0,0,0
"3735","GA","2020-07-15",15,15,0,0,0,0
"3736","IB","2020-07-15",14,14,0,0,0,0
"3737","MC","2020-07-15",32,32,0,0,0,0
"3738","MD","2020-07-15",149,141,0,8,0,0
"3739","ML","2020-07-15",0,0,0,0,0,0
"3740","NC","2020-07-15",43,43,0,0,0,0
"3741","PV","2020-07-15",142,94,0,48,0,0
"3742","RI","2020-07-15",2,2,0,0,0,0
"3743","VC","2020-07-15",82,82,0,0,0,0
"3744","AN","2020-07-16",91,91,0,0,0,0
"3745","AR","2020-07-16",298,298,0,0,0,0
"3746","AS","2020-07-16",1,1,0,0,0,0
"3747","CB","2020-07-16",5,5,0,0,0,0
"3748","CE","2020-07-16",0,0,0,0,0,0
"3749","CL","2020-07-16",21,21,0,0,0,0
"3750","CM","2020-07-16",25,25,0,0,0,0
"3751","CN","2020-07-16",4,4,0,0,0,0
"3752","CT","2020-07-16",894,890,0,0,3,1
"3753","EX","2020-07-16",22,22,0,0,0,0
"3754","GA","2020-07-16",15,15,0,0,0,0
"3755","IB","2020-07-16",7,7,0,0,0,0
"3756","MC","2020-07-16",24,24,0,0,0,0
"3757","MD","2020-07-16",123,116,0,7,0,0
"3758","ML","2020-07-16",0,0,0,0,0,0
"3759","NC","2020-07-16",47,47,0,0,0,0
"3760","PV","2020-07-16",144,128,0,16,0,0
"3761","RI","2020-07-16",9,8,0,0,0,1
"3762","VC","2020-07-16",71,71,0,0,0,0
"3763","AN","2020-07-17",97,97,0,0,0,0
"3764","AR","2020-07-17",400,400,0,0,0,0
"3765","AS","2020-07-17",1,1,0,0,0,0
"3766","CB","2020-07-17",3,3,0,0,0,0
"3767","CE","2020-07-17",0,0,0,0,0,0
"3768","CL","2020-07-17",18,16,0,0,2,0
"3769","CM","2020-07-17",25,25,0,0,0,0
"3770","CN","2020-07-17",7,7,0,0,0,0
"3771","CT","2020-07-17",1077,1075,0,0,0,2
"3772","EX","2020-07-17",5,5,0,0,0,0
"3773","GA","2020-07-17",9,9,0,0,0,0
"3774","IB","2020-07-17",6,6,0,0,0,0
"3775","MC","2020-07-17",31,31,0,0,0,0
"3776","MD","2020-07-17",174,169,0,5,0,0
"3777","ML","2020-07-17",0,0,0,0,0,0
"3778","NC","2020-07-17",73,73,0,0,0,0
"3779","PV","2020-07-17",115,101,0,14,0,0
"3780","RI","2020-07-17",11,5,0,0,1,5
"3781","VC","2020-07-17",90,90,0,0,0,0
"3782","AN","2020-07-18",86,86,0,0,0,0
"3783","AR","2020-07-18",335,335,0,0,0,0
"3784","AS","2020-07-18",1,1,0,0,0,0
"3785","CB","2020-07-18",12,12,0,0,0,0
"3786","CE","2020-07-18",0,0,0,0,0,0
"3787","CL","2020-07-18",27,25,0,0,2,0
"3788","CM","2020-07-18",16,15,0,1,0,0
"3789","CN","2020-07-18",13,13,0,0,0,0
"3790","CT","2020-07-18",848,846,0,0,1,1
"3791","EX","2020-07-18",5,5,0,0,0,0
"3792","GA","2020-07-18",11,11,0,0,0,0
"3793","IB","2020-07-18",7,7,0,0,0,0
"3794","MC","2020-07-18",21,21,0,0,0,0
"3795","MD","2020-07-18",133,127,0,6,0,0
"3796","ML","2020-07-18",0,0,0,0,0,0
"3797","NC","2020-07-18",78,78,0,0,0,0
"3798","PV","2020-07-18",205,185,0,20,0,0
"3799","RI","2020-07-18",7,5,0,0,0,2
"3800","VC","2020-07-18",91,91,0,0,0,0
"3801","AN","2020-07-19",114,114,0,0,0,0
"3802","AR","2020-07-19",341,341,0,0,0,0
"3803","AS","2020-07-19",2,2,0,0,0,0
"3804","CB","2020-07-19",5,5,0,0,0,0
"3805","CE","2020-07-19",0,0,0,0,0,0
"3806","CL","2020-07-19",24,23,0,0,1,0
"3807","CM","2020-07-19",10,9,0,0,1,0
"3808","CN","2020-07-19",53,53,0,0,0,0
"3809","CT","2020-07-19",668,667,0,0,0,1
"3810","EX","2020-07-19",6,6,0,0,0,0
"3811","GA","2020-07-19",14,14,0,0,0,0
"3812","IB","2020-07-19",5,5,0,0,0,0
"3813","MC","2020-07-19",26,26,0,0,0,0
"3814","MD","2020-07-19",145,133,0,12,0,0
"3815","ML","2020-07-19",0,0,0,0,0,0
"3816","NC","2020-07-19",51,51,0,0,0,0
"3817","PV","2020-07-19",119,93,0,26,0,0
"3818","RI","2020-07-19",0,0,0,0,0,0
"3819","VC","2020-07-19",83,83,0,0,0,0
"3820","AN","2020-07-20",122,122,0,0,0,0
"3821","AR","2020-07-20",430,430,0,0,0,0
"3822","AS","2020-07-20",1,1,0,0,0,0
"3823","CB","2020-07-20",9,9,0,0,0,0
"3824","CE","2020-07-20",0,0,0,0,0,0
"3825","CL","2020-07-20",35,34,0,0,1,0
"3826","CM","2020-07-20",35,35,0,0,0,0
"3827","CN","2020-07-20",3,3,0,0,0,0
"3828","CT","2020-07-20",1174,1168,0,0,6,0
"3829","EX","2020-07-20",9,9,0,0,0,0
"3830","GA","2020-07-20",22,22,0,0,0,0
"3831","IB","2020-07-20",16,16,0,0,0,0
"3832","MC","2020-07-20",38,38,0,0,0,0
"3833","MD","2020-07-20",224,209,0,15,0,0
"3834","ML","2020-07-20",0,0,0,0,0,0
"3835","NC","2020-07-20",103,103,0,0,0,0
"3836","PV","2020-07-20",129,113,0,16,0,0
"3837","RI","2020-07-20",5,5,0,0,0,0
"3838","VC","2020-07-20",121,121,0,0,0,0
"3839","AN","2020-07-21",74,74,0,0,0,0
"3840","AR","2020-07-21",456,456,0,0,0,0
"3841","AS","2020-07-21",2,2,0,0,0,0
"3842","CB","2020-07-21",5,5,0,0,0,0
"3843","CE","2020-07-21",0,0,0,0,0,0
"3844","CL","2020-07-21",20,20,0,0,0,0
"3845","CM","2020-07-21",25,25,0,0,0,0
"3846","CN","2020-07-21",11,11,0,0,0,0
"3847","CT","2020-07-21",1105,1075,0,0,29,1
"3848","EX","2020-07-21",17,17,0,0,0,0
"3849","GA","2020-07-21",26,26,0,0,0,0
"3850","IB","2020-07-21",13,13,0,0,0,0
"3851","MC","2020-07-21",50,49,0,1,0,0
"3852","MD","2020-07-21",257,247,0,10,0,0
"3853","ML","2020-07-21",0,0,0,0,0,0
"3854","NC","2020-07-21",118,118,0,0,0,0
"3855","PV","2020-07-21",142,120,0,22,0,0
"3856","RI","2020-07-21",17,17,0,0,0,0
"3857","VC","2020-07-21",132,132,0,0,0,0
"3858","AN","2020-07-22",78,78,0,0,0,0
"3859","AR","2020-07-22",465,465,0,0,0,0
"3860","AS","2020-07-22",2,2,0,0,0,0
"3861","CB","2020-07-22",6,6,0,0,0,0
"3862","CE","2020-07-22",1,1,0,0,0,0
"3863","CL","2020-07-22",24,24,0,0,0,0
"3864","CM","2020-07-22",43,43,0,0,0,0
"3865","CN","2020-07-22",8,8,0,0,0,0
"3866","CT","2020-07-22",1151,1141,0,0,9,1
"3867","EX","2020-07-22",6,6,0,0,0,0
"3868","GA","2020-07-22",18,18,0,0,0,0
"3869","IB","2020-07-22",15,15,0,0,0,0
"3870","MC","2020-07-22",59,59,0,0,0,0
"3871","MD","2020-07-22",247,236,0,11,0,0
"3872","ML","2020-07-22",0,0,0,0,0,0
"3873","NC","2020-07-22",65,65,0,0,0,0
"3874","PV","2020-07-22",173,158,0,15,0,0
"3875","RI","2020-07-22",9,9,0,0,0,0
"3876","VC","2020-07-22",137,137,0,0,0,0
"3877","AN","2020-07-23",126,126,0,0,0,0
"3878","AR","2020-07-23",390,390,0,0,0,0
"3879","AS","2020-07-23",4,4,0,0,0,0
"3880","CB","2020-07-23",8,8,0,0,0,0
"3881","CE","2020-07-23",0,0,0,0,0,0
"3882","CL","2020-07-23",45,45,0,0,0,0
"3883","CM","2020-07-23",24,23,0,1,0,0
"3884","CN","2020-07-23",11,11,0,0,0,0
"3885","CT","2020-07-23",1121,1113,0,0,8,0
"3886","EX","2020-07-23",4,4,0,0,0,0
"3887","GA","2020-07-23",12,12,0,0,0,0
"3888","IB","2020-07-23",20,20,0,0,0,0
"3889","MC","2020-07-23",48,48,0,0,0,0
"3890","MD","2020-07-23",238,233,0,5,0,0
"3891","ML","2020-07-23",0,0,0,0,0,0
"3892","NC","2020-07-23",67,67,0,0,0,0
"3893","PV","2020-07-23",129,125,0,4,0,0
"3894","RI","2020-07-23",5,5,0,0,0,0
"3895","VC","2020-07-23",126,126,0,0,0,0
"3896","AN","2020-07-24",128,128,0,0,0,0
"3897","AR","2020-07-24",448,447,0,1,0,0
"3898","AS","2020-07-24",3,3,0,0,0,0
"3899","CB","2020-07-24",6,6,0,0,0,0
"3900","CE","2020-07-24",0,0,0,0,0,0
"3901","CL","2020-07-24",37,37,0,0,0,0
"3902","CM","2020-07-24",49,48,0,1,0,0
"3903","CN","2020-07-24",6,5,0,1,0,0
"3904","CT","2020-07-24",1144,1134,0,0,9,1
"3905","EX","2020-07-24",11,11,0,0,0,0
"3906","GA","2020-07-24",15,15,0,0,0,0
"3907","IB","2020-07-24",25,25,0,0,0,0
"3908","MC","2020-07-24",72,72,0,0,0,0
"3909","MD","2020-07-24",371,365,0,6,0,0
"3910","ML","2020-07-24",0,0,0,0,0,0
"3911","NC","2020-07-24",56,56,0,0,0,0
"3912","PV","2020-07-24",125,110,0,15,0,0
"3913","RI","2020-07-24",11,11,0,0,0,0
"3914","VC","2020-07-24",154,154,0,0,0,0
"3915","AN","2020-07-25",110,110,0,0,0,0
"3916","AR","2020-07-25",376,375,0,0,1,0
"3917","AS","2020-07-25",8,8,0,0,0,0
"3918","CB","2020-07-25",9,9,0,0,0,0
"3919","CE","2020-07-25",0,0,0,0,0,0
"3920","CL","2020-07-25",29,29,0,0,0,0
"3921","CM","2020-07-25",28,27,0,1,0,0
"3922","CN","2020-07-25",13,13,0,0,0,0
"3923","CT","2020-07-25",714,713,0,0,1,0
"3924","EX","2020-07-25",4,4,0,0,0,0
"3925","GA","2020-07-25",16,16,0,0,0,0
"3926","IB","2020-07-25",24,24,0,0,0,0
"3927","MC","2020-07-25",85,85,0,0,0,0
"3928","MD","2020-07-25",302,296,0,6,0,0
"3929","ML","2020-07-25",0,0,0,0,0,0
"3930","NC","2020-07-25",82,82,0,0,0,0
"3931","PV","2020-07-25",192,173,0,19,0,0
"3932","RI","2020-07-25",2,2,0,0,0,0
"3933","VC","2020-07-25",167,167,0,0,0,0
"3934","AN","2020-07-26",106,106,0,0,0,0
"3935","AR","2020-07-26",384,384,0,0,0,0
"3936","AS","2020-07-26",7,7,0,0,0,0
"3937","CB","2020-07-26",7,7,0,0,0,0
"3938","CE","2020-07-26",1,1,0,0,0,0
"3939","CL","2020-07-26",31,31,0,0,0,0
"3940","CM","2020-07-26",29,28,0,1,0,0
"3941","CN","2020-07-26",7,7,0,0,0,0
"3942","CT","2020-07-26",631,630,0,0,1,0
"3943","EX","2020-07-26",7,7,0,0,0,0
"3944","GA","2020-07-26",9,9,0,0,0,0
"3945","IB","2020-07-26",48,48,0,0,0,0
"3946","MC","2020-07-26",49,49,0,0,0,0
"3947","MD","2020-07-26",259,247,0,12,0,0
"3948","ML","2020-07-26",4,4,0,0,0,0
"3949","NC","2020-07-26",79,79,0,0,0,0
"3950","PV","2020-07-26",179,163,0,16,0,0
"3951","RI","2020-07-26",1,1,0,0,0,0
"3952","VC","2020-07-26",124,124,0,0,0,0
"3953","AN","2020-07-27",143,143,0,0,0,0
"3954","AR","2020-07-27",574,574,0,0,0,0
"3955","AS","2020-07-27",6,6,0,0,0,0
"3956","CB","2020-07-27",6,6,0,0,0,0
"3957","CE","2020-07-27",0,0,0,0,0,0
"3958","CL","2020-07-27",70,68,0,0,2,0
"3959","CM","2020-07-27",53,53,0,0,0,0
"3960","CN","2020-07-27",9,9,0,0,0,0
"3961","CT","2020-07-27",1107,1096,0,0,11,0
"3962","EX","2020-07-27",9,9,0,0,0,0
"3963","GA","2020-07-27",24,24,0,0,0,0
"3964","IB","2020-07-27",40,40,0,0,0,0
"3965","MC","2020-07-27",60,60,0,0,0,0
"3966","MD","2020-07-27",512,502,0,10,0,0
"3967","ML","2020-07-27",1,1,0,0,0,0
"3968","NC","2020-07-27",52,52,0,0,0,0
"3969","PV","2020-07-27",233,216,0,17,0,0
"3970","RI","2020-07-27",8,8,0,0,0,0
"3971","VC","2020-07-27",207,207,0,0,0,0
"3972","AN","2020-07-28",148,148,0,0,0,0
"3973","AR","2020-07-28",517,517,0,0,0,0
"3974","AS","2020-07-28",13,13,0,0,0,0
"3975","CB","2020-07-28",7,7,0,0,0,0
"3976","CE","2020-07-28",0,0,0,0,0,0
"3977","CL","2020-07-28",87,87,0,0,0,0
"3978","CM","2020-07-28",60,60,0,0,0,0
"3979","CN","2020-07-28",9,9,0,0,0,0
"3980","CT","2020-07-28",1162,1157,0,0,5,0
"3981","EX","2020-07-28",21,21,0,0,0,0
"3982","GA","2020-07-28",36,36,0,0,0,0
"3983","IB","2020-07-28",52,52,0,0,0,0
"3984","MC","2020-07-28",74,74,0,0,0,0
"3985","MD","2020-07-28",597,584,0,13,0,0
"3986","ML","2020-07-28",1,1,0,0,0,0
"3987","NC","2020-07-28",40,40,0,0,0,0
"3988","PV","2020-07-28",243,224,0,19,0,0
"3989","RI","2020-07-28",9,9,0,0,0,0
"3990","VC","2020-07-28",192,192,0,0,0,0
"3991","AN","2020-07-29",153,153,0,0,0,0
"3992","AR","2020-07-29",525,525,0,0,0,0
"3993","AS","2020-07-29",15,15,0,0,0,0
"3994","CB","2020-07-29",10,10,0,0,0,0
"3995","CE","2020-07-29",0,0,0,0,0,0
"3996","CL","2020-07-29",76,76,0,0,0,0
"3997","CM","2020-07-29",56,53,0,3,0,0
"3998","CN","2020-07-29",6,6,0,0,0,0
"3999","CT","2020-07-29",1229,1214,0,0,13,2
"4000","EX","2020-07-29",17,17,0,0,0,0
"4001","GA","2020-07-29",27,27,0,0,0,0
"4002","IB","2020-07-29",55,55,0,0,0,0
"4003","MC","2020-07-29",89,89,0,0,0,0
"4004","MD","2020-07-29",550,539,0,11,0,0
"4005","ML","2020-07-29",1,1,0,0,0,0
"4006","NC","2020-07-29",62,62,0,0,0,0
"4007","PV","2020-07-29",219,206,0,13,0,0
"4008","RI","2020-07-29",4,4,0,0,0,0
"4009","VC","2020-07-29",276,276,0,0,0,0
"4010","AN","2020-07-30",209,209,0,0,0,0
"4011","AR","2020-07-30",490,490,0,0,0,0
"4012","AS","2020-07-30",12,12,0,0,0,0
"4013","CB","2020-07-30",26,26,0,0,0,0
"4014","CE","2020-07-30",0,0,0,0,0,0
"4015","CL","2020-07-30",74,73,0,0,1,0
"4016","CM","2020-07-30",48,48,0,0,0,0
"4017","CN","2020-07-30",12,12,0,0,0,0
"4018","CT","2020-07-30",1132,1126,0,0,5,1
"4019","EX","2020-07-30",20,20,0,0,0,0
"4020","GA","2020-07-30",32,32,0,0,0,0
"4021","IB","2020-07-30",77,77,0,0,0,0
"4022","MC","2020-07-30",64,64,0,0,0,0
"4023","MD","2020-07-30",592,576,0,16,0,0
"4024","ML","2020-07-30",4,4,0,0,0,0
"4025","NC","2020-07-30",52,52,0,0,0,0
"4026","PV","2020-07-30",170,153,0,17,0,0
"4027","RI","2020-07-30",1,1,0,0,0,0
"4028","VC","2020-07-30",247,247,0,0,0,0
"4029","AN","2020-07-31",260,260,0,0,0,0
"4030","AR","2020-07-31",495,495,0,0,0,0
"4031","AS","2020-07-31",12,12,0,0,0,0
